concept;g;w;map
car;4;15;0.2143
person;4;15;0.4534
aeroplane;4;15;0.2740
dog;4;15;0.1586
bicycle;4;15;0.0809
train;4;15;0.1221
motorbike;4;15;0.1091
bottle;4;15;0.0836
sofa;4;15;0.0839
cat;4;15;0.1734
horse;4;15;0.0820
boat;4;15;0.2134
all;4;15;0.2740
bus;4;15;0.1763
bird;4;15;0.1498
tvmonitor;4;15;0.1106
pottedplant;4;15;0.0976
sheep;4;15;0.1208
chair;4;15;0.1724
cow;4;15;0.0820
diningtable;6;6;0.1195
car;6;6;0.2227
person;6;6;0.4783
aeroplane;6;6;0.3222
dog;6;6;0.1589
bicycle;6;6;0.0694
train;6;6;0.1350
motorbike;6;6;0.0935
bottle;6;6;0.0838
sofa;6;6;0.0786
cat;6;6;0.1652
horse;6;6;0.0682
boat;6;6;0.2298
all;6;6;0.3222
bus;6;6;0.1627
bird;6;6;0.1736
tvmonitor;6;6;0.0915
pottedplant;6;6;0.0807
sheep;6;6;0.1151
chair;6;6;0.1768
cow;6;6;0.0604
diningtable;5;14;0.1256
car;5;14;0.2175
person;5;14;0.4555
aeroplane;5;14;0.2683
dog;5;14;0.1597
bicycle;5;14;0.0802
train;5;14;0.1227
motorbike;5;14;0.1107
bottle;5;14;0.0834
sofa;5;14;0.0866
cat;5;14;0.1713
horse;5;14;0.0794
boat;5;14;0.2121
all;5;14;0.2683
bus;5;14;0.1729
bird;5;14;0.1492
tvmonitor;5;14;0.1122
pottedplant;5;14;0.0972
sheep;5;14;0.1063
chair;5;14;0.1677
cow;5;14;0.0781
diningtable;2;12;0.1340
car;2;12;0.2165
person;2;12;0.4462
aeroplane;2;12;0.3071
dog;2;12;0.1633
bicycle;2;12;0.0701
train;2;12;0.1304
motorbike;2;12;0.0898
bottle;2;12;0.0868
sofa;2;12;0.0830
cat;2;12;0.1835
horse;2;12;0.0758
boat;2;12;0.2480
all;2;12;0.3071
bus;2;12;0.1725
bird;2;12;0.1724
tvmonitor;2;12;0.1048
pottedplant;2;12;0.0795
sheep;2;12;0.1265
chair;2;12;0.1762
cow;2;12;0.0711
diningtable;3;12;0.1357
car;3;12;0.2207
person;3;12;0.4529
aeroplane;3;12;0.2963
dog;3;12;0.1616
bicycle;3;12;0.0724
train;3;12;0.1224
motorbike;3;12;0.0948
bottle;3;12;0.0855
sofa;3;12;0.0866
cat;3;12;0.1819
horse;3;12;0.0787
boat;3;12;0.2437
all;3;12;0.2963
bus;3;12;0.1625
bird;3;12;0.1586
tvmonitor;3;12;0.1074
pottedplant;3;12;0.0829
sheep;3;12;0.1218
chair;3;12;0.1758
cow;3;12;0.0770
diningtable;4;3;0.0874
car;4;3;0.1846
person;4;3;0.4953
aeroplane;4;3;0.3446
dog;4;3;0.1518
bicycle;4;3;0.0672
train;4;3;0.1052
motorbike;4;3;0.0860
bottle;4;3;0.0775
sofa;4;3;0.0721
cat;4;3;0.1476
horse;4;3;0.0552
boat;4;3;0.2101
all;4;3;0.3446
bus;4;3;0.1249
bird;4;3;0.1540
tvmonitor;4;3;0.0765
pottedplant;4;3;0.0689
sheep;4;3;0.1238
chair;4;3;0.1619
cow;4;3;0.0488
diningtable;6;1;0.0688
car;6;1;0.1413
person;6;1;0.5249
aeroplane;6;1;0.3036
dog;6;1;0.1381
bicycle;6;1;0.0651
train;6;1;0.0798
motorbike;6;1;0.0810
bottle;6;1;0.0697
sofa;6;1;0.0620
cat;6;1;0.1330
horse;6;1;0.0495
boat;6;1;0.1402
all;6;1;0.3036
bus;6;1;0.0887
bird;6;1;0.1298
tvmonitor;6;1;0.0677
pottedplant;6;1;0.0634
sheep;6;1;0.0890
chair;6;1;0.1245
cow;6;1;0.0437
diningtable;6;12;0.1275
car;6;12;0.2217
person;6;12;0.4591
aeroplane;6;12;0.2738
dog;6;12;0.1594
bicycle;6;12;0.0785
train;6;12;0.1196
motorbike;6;12;0.1092
bottle;6;12;0.0813
sofa;6;12;0.0892
cat;6;12;0.1703
horse;6;12;0.0791
boat;6;12;0.2186
all;6;12;0.2738
bus;6;12;0.1628
bird;6;12;0.1506
tvmonitor;6;12;0.1144
pottedplant;6;12;0.0960
sheep;6;12;0.0997
chair;6;12;0.1690
cow;6;12;0.0760
diningtable;9;19;0.1072
car;9;19;0.2097
person;9;19;0.4625
aeroplane;9;19;0.2277
dog;9;19;0.1515
bicycle;9;19;0.0803
train;9;19;0.1242
motorbike;9;19;0.1063
bottle;9;19;0.0730
sofa;9;19;0.0751
cat;9;19;0.1582
horse;9;19;0.0691
boat;9;19;0.1566
all;9;19;0.2277
bus;9;19;0.1768
bird;9;19;0.1177
tvmonitor;9;19;0.1136
pottedplant;9;19;0.0990
sheep;9;19;0.0784
chair;9;19;0.1501
cow;9;19;0.0683
diningtable;5;9;0.1357
car;5;9;0.2255
person;5;9;0.4617
aeroplane;5;9;0.3002
dog;5;9;0.1579
bicycle;5;9;0.0726
train;5;9;0.1327
motorbike;5;9;0.0973
bottle;5;9;0.0848
sofa;5;9;0.0848
cat;5;9;0.1799
horse;5;9;0.0736
boat;5;9;0.2366
all;5;9;0.3002
bus;5;9;0.1589
bird;5;9;0.1588
tvmonitor;5;9;0.1035
pottedplant;5;9;0.0851
sheep;5;9;0.1239
chair;5;9;0.1747
cow;5;9;0.0726
diningtable;3;15;0.1349
car;3;15;0.2145
person;3;15;0.4496
aeroplane;3;15;0.2828
dog;3;15;0.1559
bicycle;3;15;0.0784
train;3;15;0.1193
motorbike;3;15;0.1016
bottle;3;15;0.0840
sofa;3;15;0.0824
cat;3;15;0.1754
horse;3;15;0.0819
boat;3;15;0.2282
all;3;15;0.2828
bus;3;15;0.1691
bird;3;15;0.1511
tvmonitor;3;15;0.1085
pottedplant;3;15;0.0925
sheep;3;15;0.1334
chair;3;15;0.1784
cow;3;15;0.0863
diningtable;1;15;0.1318
car;1;15;0.2106
person;1;15;0.4404
aeroplane;1;15;0.3356
dog;1;15;0.1547
bicycle;1;15;0.0684
train;1;15;0.1206
motorbike;1;15;0.0844
bottle;1;15;0.0855
sofa;1;15;0.0821
cat;1;15;0.1752
horse;1;15;0.0749
boat;1;15;0.2483
all;1;15;0.3356
bus;1;15;0.1626
bird;1;15;0.1704
tvmonitor;1;15;0.0935
pottedplant;1;15;0.0702
sheep;1;15;0.1302
chair;1;15;0.1720
cow;1;15;0.0715
diningtable;2;19;0.1357
car;2;19;0.2039
person;2;19;0.4366
aeroplane;2;19;0.2760
dog;2;19;0.1520
bicycle;2;19;0.0786
train;2;19;0.1171
motorbike;2;19;0.0932
bottle;2;19;0.0837
sofa;2;19;0.0815
cat;2;19;0.1679
horse;2;19;0.0846
boat;2;19;0.2231
all;2;19;0.2760
bus;2;19;0.1797
bird;2;19;0.1401
tvmonitor;2;19;0.1050
pottedplant;2;19;0.0928
sheep;2;19;0.1362
chair;2;19;0.1731
cow;2;19;0.0908
diningtable;3;5;0.1091
car;3;5;0.2136
person;3;5;0.4837
aeroplane;3;5;0.3409
dog;3;5;0.1628
bicycle;3;5;0.0688
train;3;5;0.1274
motorbike;3;5;0.0882
bottle;3;5;0.0823
sofa;3;5;0.0739
cat;3;5;0.1593
horse;3;5;0.0634
boat;3;5;0.2343
all;3;5;0.3409
bus;3;5;0.1501
bird;3;5;0.1722
tvmonitor;3;5;0.0859
pottedplant;3;5;0.0773
sheep;3;5;0.1296
chair;3;5;0.1822
cow;3;5;0.0551
diningtable;0;11;0.1115
car;0;11;0.1454
person;0;11;0.3462
aeroplane;0;11;0.3022
dog;0;11;0.1772
bicycle;0;11;0.0387
train;0;11;0.0884
motorbike;0;11;0.0631
bottle;0;11;0.0885
sofa;0;11;0.0737
cat;0;11;0.1637
horse;0;11;0.0631
boat;0;11;0.1392
all;0;11;0.3022
bus;0;11;0.1074
bird;0;11;0.1427
tvmonitor;0;11;0.0820
pottedplant;0;11;0.0370
sheep;0;11;0.1351
chair;0;11;0.1490
cow;0;11;0.0632
diningtable;0;17;0.1088
car;0;17;0.1646
person;0;17;0.3356
aeroplane;0;17;0.3094
dog;0;17;0.1529
bicycle;0;17;0.0674
train;0;17;0.0827
motorbike;0;17;0.0647
bottle;0;17;0.0869
sofa;0;17;0.0767
cat;0;17;0.1635
horse;0;17;0.0635
boat;0;17;0.1612
all;0;17;0.3094
bus;0;17;0.0735
bird;0;17;0.1710
tvmonitor;0;17;0.0736
pottedplant;0;17;0.0591
sheep;0;17;0.1332
chair;0;17;0.1471
cow;0;17;0.0669
diningtable;6;2;0.0772
car;6;2;0.1582
person;6;2;0.5204
aeroplane;6;2;0.3299
dog;6;2;0.1443
bicycle;6;2;0.0660
train;6;2;0.0896
motorbike;6;2;0.0832
bottle;6;2;0.0739
sofa;6;2;0.0673
cat;6;2;0.1388
horse;6;2;0.0526
boat;6;2;0.1820
all;6;2;0.3299
bus;6;2;0.1077
bird;6;2;0.1449
tvmonitor;6;2;0.0708
pottedplant;6;2;0.0651
sheep;6;2;0.1018
chair;6;2;0.1402
cow;6;2;0.0456
diningtable;6;3;0.0892
car;6;3;0.1882
person;6;3;0.4992
aeroplane;6;3;0.3286
dog;6;3;0.1521
bicycle;6;3;0.0675
train;6;3;0.1022
motorbike;6;3;0.0849
bottle;6;3;0.0773
sofa;6;3;0.0715
cat;6;3;0.1473
horse;6;3;0.0558
boat;6;3;0.2113
all;6;3;0.3286
bus;6;3;0.1260
bird;6;3;0.1555
tvmonitor;6;3;0.0766
pottedplant;6;3;0.0675
sheep;6;3;0.1161
chair;6;3;0.1632
cow;6;3;0.0487
diningtable;2;5;0.1050
car;2;5;0.2073
person;2;5;0.4822
aeroplane;2;5;0.3473
dog;2;5;0.1629
bicycle;2;5;0.0673
train;2;5;0.1286
motorbike;2;5;0.0886
bottle;2;5;0.0818
sofa;2;5;0.0729
cat;2;5;0.1610
horse;2;5;0.0619
boat;2;5;0.2287
all;2;5;0.3473
bus;2;5;0.1475
bird;2;5;0.1719
tvmonitor;2;5;0.0874
pottedplant;2;5;0.0759
sheep;2;5;0.1302
chair;2;5;0.1774
cow;2;5;0.0552
diningtable;2;15;0.1377
car;2;15;0.2123
person;2;15;0.4400
aeroplane;2;15;0.2908
dog;2;15;0.1551
bicycle;2;15;0.0739
train;2;15;0.1196
motorbike;2;15;0.0940
bottle;2;15;0.0847
sofa;2;15;0.0817
cat;2;15;0.1745
horse;2;15;0.0806
boat;2;15;0.2441
all;2;15;0.2908
bus;2;15;0.1670
bird;2;15;0.1586
tvmonitor;2;15;0.1065
pottedplant;2;15;0.0799
sheep;2;15;0.1326
chair;2;15;0.1763
cow;2;15;0.0807
diningtable;5;17;0.1206
car;5;17;0.2080
person;5;17;0.4537
aeroplane;5;17;0.2531
dog;5;17;0.1556
bicycle;5;17;0.0801
train;5;17;0.1201
motorbike;5;17;0.1096
bottle;5;17;0.0810
sofa;5;17;0.0826
cat;5;17;0.1657
horse;5;17;0.0810
boat;5;17;0.2005
all;5;17;0.2531
bus;5;17;0.1806
bird;5;17;0.1390
tvmonitor;5;17;0.1131
pottedplant;5;17;0.1025
sheep;5;17;0.0992
chair;5;17;0.1667
cow;5;17;0.0841
diningtable;6;13;0.1233
car;6;13;0.2192
person;6;13;0.4582
aeroplane;6;13;0.2650
dog;6;13;0.1592
bicycle;6;13;0.0799
train;6;13;0.1226
motorbike;6;13;0.1116
bottle;6;13;0.0819
sofa;6;13;0.0879
cat;6;13;0.1688
horse;6;13;0.0785
boat;6;13;0.2119
all;6;13;0.2650
bus;6;13;0.1678
bird;6;13;0.1501
tvmonitor;6;13;0.1144
pottedplant;6;13;0.0963
sheep;6;13;0.0962
chair;6;13;0.1664
cow;6;13;0.0759
diningtable;2;23;0.1294
car;2;23;0.2005
person;2;23;0.4345
aeroplane;2;23;0.2642
dog;2;23;0.1490
bicycle;2;23;0.0778
train;2;23;0.1147
motorbike;2;23;0.0922
bottle;2;23;0.0810
sofa;2;23;0.0811
cat;2;23;0.1580
horse;2;23;0.0863
boat;2;23;0.2166
all;2;23;0.2642
bus;2;23;0.1768
bird;2;23;0.1352
tvmonitor;2;23;0.1049
pottedplant;2;23;0.0960
sheep;2;23;0.1343
chair;2;23;0.1685
cow;2;23;0.0926
diningtable;7;12;0.1231
car;7;12;0.2232
person;7;12;0.4627
aeroplane;7;12;0.2670
dog;7;12;0.1588
bicycle;7;12;0.0788
train;7;12;0.1217
motorbike;7;12;0.1110
bottle;7;12;0.0800
sofa;7;12;0.0887
cat;7;12;0.1672
horse;7;12;0.0757
boat;7;12;0.2110
all;7;12;0.2670
bus;7;12;0.1646
bird;7;12;0.1501
tvmonitor;7;12;0.1145
pottedplant;7;12;0.0945
sheep;7;12;0.0928
chair;7;12;0.1640
cow;7;12;0.0736
diningtable;9;8;0.1287
car;9;8;0.2326
person;9;8;0.4680
aeroplane;9;8;0.2847
dog;9;8;0.1566
bicycle;9;8;0.0738
train;9;8;0.1296
motorbike;9;8;0.0970
bottle;9;8;0.0821
sofa;9;8;0.0828
cat;9;8;0.1663
horse;9;8;0.0698
boat;9;8;0.2155
all;9;8;0.2847
bus;9;8;0.1577
bird;9;8;0.1526
tvmonitor;9;8;0.1031
pottedplant;9;8;0.0857
sheep;9;8;0.1000
chair;9;8;0.1642
cow;9;8;0.0685
diningtable;0;7;0.0700
car;0;7;0.1551
person;0;7;0.3278
aeroplane;0;7;0.2695
dog;0;7;0.1548
bicycle;0;7;0.0466
train;0;7;0.0642
motorbike;0;7;0.0547
bottle;0;7;0.0813
sofa;0;7;0.0601
cat;0;7;0.1514
horse;0;7;0.0485
boat;0;7;0.1433
all;0;7;0.2695
bus;0;7;0.0810
bird;0;7;0.1264
tvmonitor;0;7;0.0571
pottedplant;0;7;0.0439
sheep;0;7;0.1149
chair;0;7;0.1661
cow;0;7;0.0468
diningtable;9;4;0.1026
car;9;4;0.2182
person;9;4;0.4918
aeroplane;9;4;0.3117
dog;9;4;0.1533
bicycle;9;4;0.0681
train;9;4;0.1094
motorbike;9;4;0.0878
bottle;9;4;0.0863
sofa;9;4;0.0735
cat;9;4;0.1485
horse;9;4;0.0626
boat;9;4;0.2176
all;9;4;0.3117
bus;9;4;0.1402
bird;9;4;0.1568
tvmonitor;9;4;0.0811
pottedplant;9;4;0.0708
sheep;9;4;0.1034
chair;9;4;0.1745
cow;9;4;0.0543
diningtable;2;22;0.1311
car;2;22;0.2012
person;2;22;0.4345
aeroplane;2;22;0.2668
dog;2;22;0.1492
bicycle;2;22;0.0775
train;2;22;0.1148
motorbike;2;22;0.0919
bottle;2;22;0.0812
sofa;2;22;0.0806
cat;2;22;0.1614
horse;2;22;0.0868
boat;2;22;0.2195
all;2;22;0.2668
bus;2;22;0.1783
bird;2;22;0.1351
tvmonitor;2;22;0.1043
pottedplant;2;22;0.0956
sheep;2;22;0.1356
chair;2;22;0.1683
cow;2;22;0.0922
diningtable;2;9;0.1333
car;2;9;0.2128
person;2;9;0.4591
aeroplane;2;9;0.3282
dog;2;9;0.1680
bicycle;2;9;0.0693
train;2;9;0.1256
motorbike;2;9;0.0898
bottle;2;9;0.0893
sofa;2;9;0.0811
cat;2;9;0.1861
horse;2;9;0.0696
boat;2;9;0.2379
all;2;9;0.3282
bus;2;9;0.1780
bird;2;9;0.1824
tvmonitor;2;9;0.0976
pottedplant;2;9;0.0841
sheep;2;9;0.1294
chair;2;9;0.1748
cow;2;9;0.0666
diningtable;6;9;0.1357
car;6;9;0.2273
person;6;9;0.4610
aeroplane;6;9;0.2938
dog;6;9;0.1582
bicycle;6;9;0.0736
train;6;9;0.1301
motorbike;6;9;0.0983
bottle;6;9;0.0836
sofa;6;9;0.0842
cat;6;9;0.1764
horse;6;9;0.0747
boat;6;9;0.2320
all;6;9;0.2938
bus;6;9;0.1600
bird;6;9;0.1556
tvmonitor;6;9;0.1047
pottedplant;6;9;0.0859
sheep;6;9;0.1167
chair;6;9;0.1717
cow;6;9;0.0707
diningtable;9;15;0.1093
car;9;15;0.2165
person;9;15;0.4627
aeroplane;9;15;0.2392
dog;9;15;0.1559
bicycle;9;15;0.0806
train;9;15;0.1241
motorbike;9;15;0.1086
bottle;9;15;0.0767
sofa;9;15;0.0796
cat;9;15;0.1605
horse;9;15;0.0728
boat;9;15;0.1745
all;9;15;0.2392
bus;9;15;0.1853
bird;9;15;0.1328
tvmonitor;9;15;0.1150
pottedplant;9;15;0.1002
sheep;9;15;0.0830
chair;9;15;0.1558
cow;9;15;0.0713
diningtable;5;3;0.0886
car;5;3;0.1858
person;5;3;0.4989
aeroplane;5;3;0.3368
dog;5;3;0.1518
bicycle;5;3;0.0674
train;5;3;0.1033
motorbike;5;3;0.0857
bottle;5;3;0.0773
sofa;5;3;0.0721
cat;5;3;0.1480
horse;5;3;0.0556
boat;5;3;0.2101
all;5;3;0.3368
bus;5;3;0.1262
bird;5;3;0.1547
tvmonitor;5;3;0.0764
pottedplant;5;3;0.0681
sheep;5;3;0.1208
chair;5;3;0.1629
cow;5;3;0.0485
diningtable;5;21;0.1161
car;5;21;0.2011
person;5;21;0.4525
aeroplane;5;21;0.2442
dog;5;21;0.1502
bicycle;5;21;0.0803
train;5;21;0.1191
motorbike;5;21;0.1039
bottle;5;21;0.0767
sofa;5;21;0.0779
cat;5;21;0.1643
horse;5;21;0.0767
boat;5;21;0.1832
all;5;21;0.2442
bus;5;21;0.1756
bird;5;21;0.1237
tvmonitor;5;21;0.1119
pottedplant;5;21;0.1062
sheep;5;21;0.0925
chair;5;21;0.1586
cow;5;21;0.0812
diningtable;2;17;0.1409
car;2;17;0.2080
person;2;17;0.4388
aeroplane;2;17;0.2836
dog;2;17;0.1529
bicycle;2;17;0.0776
train;2;17;0.1220
motorbike;2;17;0.0922
bottle;2;17;0.0842
sofa;2;17;0.0813
cat;2;17;0.1697
horse;2;17;0.0824
boat;2;17;0.2362
all;2;17;0.2836
bus;2;17;0.1705
bird;2;17;0.1537
tvmonitor;2;17;0.1055
pottedplant;2;17;0.0876
sheep;2;17;0.1382
chair;2;17;0.1771
cow;2;17;0.0874
diningtable;9;21;0.1049
car;9;21;0.2058
person;9;21;0.4626
aeroplane;9;21;0.2226
dog;9;21;0.1502
bicycle;9;21;0.0815
train;9;21;0.1232
motorbike;9;21;0.1045
bottle;9;21;0.0716
sofa;9;21;0.0744
cat;9;21;0.1571
horse;9;21;0.0677
boat;9;21;0.1498
all;9;21;0.2226
bus;9;21;0.1748
bird;9;21;0.1150
tvmonitor;9;21;0.1108
pottedplant;9;21;0.0968
sheep;9;21;0.0768
chair;9;21;0.1501
cow;9;21;0.0645
diningtable;3;17;0.1284
car;3;17;0.2083
person;3;17;0.4477
aeroplane;3;17;0.2842
dog;3;17;0.1547
bicycle;3;17;0.0809
train;3;17;0.1175
motorbike;3;17;0.1015
bottle;3;17;0.0829
sofa;3;17;0.0812
cat;3;17;0.1724
horse;3;17;0.0845
boat;3;17;0.2145
all;3;17;0.2842
bus;3;17;0.1762
bird;3;17;0.1488
tvmonitor;3;17;0.1080
pottedplant;3;17;0.0921
sheep;3;17;0.1292
chair;3;17;0.1718
cow;3;17;0.0861
diningtable;1;18;0.1362
car;1;18;0.2066
person;1;18;0.4298
aeroplane;1;18;0.3133
dog;1;18;0.1483
bicycle;1;18;0.0723
train;1;18;0.1183
motorbike;1;18;0.0880
bottle;1;18;0.0833
sofa;1;18;0.0802
cat;1;18;0.1692
horse;1;18;0.0774
boat;1;18;0.2481
all;1;18;0.3133
bus;1;18;0.1613
bird;1;18;0.1666
tvmonitor;1;18;0.0945
pottedplant;1;18;0.0760
sheep;1;18;0.1343
chair;1;18;0.1716
cow;1;18;0.0772
diningtable;0;10;0.1083
car;0;10;0.1442
person;0;10;0.3285
aeroplane;0;10;0.2983
dog;0;10;0.1745
bicycle;0;10;0.0476
train;0;10;0.1071
motorbike;0;10;0.0654
bottle;0;10;0.0953
sofa;0;10;0.0722
cat;0;10;0.1584
horse;0;10;0.0633
boat;0;10;0.1397
all;0;10;0.2983
bus;0;10;0.1122
bird;0;10;0.1411
tvmonitor;0;10;0.0782
pottedplant;0;10;0.0404
sheep;0;10;0.1360
chair;0;10;0.1479
cow;0;10;0.0613
diningtable;8;11;0.1240
car;8;11;0.2279
person;8;11;0.4639
aeroplane;8;11;0.2705
dog;8;11;0.1580
bicycle;8;11;0.0779
train;8;11;0.1217
motorbike;8;11;0.1089
bottle;8;11;0.0797
sofa;8;11;0.0873
cat;8;11;0.1673
horse;8;11;0.0735
boat;8;11;0.2087
all;8;11;0.2705
bus;8;11;0.1640
bird;8;11;0.1491
tvmonitor;8;11;0.1139
pottedplant;8;11;0.0934
sheep;8;11;0.0915
chair;8;11;0.1626
cow;8;11;0.0724
diningtable;9;22;0.1047
car;9;22;0.2036
person;9;22;0.4626
aeroplane;9;22;0.2204
dog;9;22;0.1494
bicycle;9;22;0.0824
train;9;22;0.1227
motorbike;9;22;0.1050
bottle;9;22;0.0711
sofa;9;22;0.0734
cat;9;22;0.1566
horse;9;22;0.0661
boat;9;22;0.1452
all;9;22;0.2204
bus;9;22;0.1731
bird;9;22;0.1140
tvmonitor;9;22;0.1093
pottedplant;9;22;0.0962
sheep;9;22;0.0758
chair;9;22;0.1491
cow;9;22;0.0644
diningtable;9;20;0.1066
car;9;20;0.2072
person;9;20;0.4625
aeroplane;9;20;0.2258
dog;9;20;0.1507
bicycle;9;20;0.0808
train;9;20;0.1235
motorbike;9;20;0.1049
bottle;9;20;0.0721
sofa;9;20;0.0747
cat;9;20;0.1580
horse;9;20;0.0686
boat;9;20;0.1541
all;9;20;0.2258
bus;9;20;0.1759
bird;9;20;0.1161
tvmonitor;9;20;0.1114
pottedplant;9;20;0.0977
sheep;9;20;0.0773
chair;9;20;0.1509
cow;9;20;0.0667
diningtable;4;6;0.1204
car;4;6;0.2194
person;4;6;0.4799
aeroplane;4;6;0.3311
dog;4;6;0.1632
bicycle;4;6;0.0695
train;4;6;0.1348
motorbike;4;6;0.0927
bottle;4;6;0.0838
sofa;4;6;0.0772
cat;4;6;0.1647
horse;4;6;0.0649
boat;4;6;0.2353
all;4;6;0.3311
bus;4;6;0.1632
bird;4;6;0.1756
tvmonitor;4;6;0.0912
pottedplant;4;6;0.0815
sheep;4;6;0.1206
chair;4;6;0.1803
cow;4;6;0.0588
diningtable;3;8;0.1325
car;3;8;0.2182
person;3;8;0.4638
aeroplane;3;8;0.3225
dog;3;8;0.1647
bicycle;3;8;0.0695
train;3;8;0.1303
motorbike;3;8;0.0921
bottle;3;8;0.0878
sofa;3;8;0.0819
cat;3;8;0.1784
horse;3;8;0.0703
boat;3;8;0.2400
all;3;8;0.3225
bus;3;8;0.1732
bird;3;8;0.1736
tvmonitor;3;8;0.0959
pottedplant;3;8;0.0847
sheep;3;8;0.1243
chair;3;8;0.1763
cow;3;8;0.0662
diningtable;2;13;0.1315
car;2;13;0.2126
person;2;13;0.4445
aeroplane;2;13;0.3042
dog;2;13;0.1586
bicycle;2;13;0.0706
train;2;13;0.1223
motorbike;2;13;0.0900
bottle;2;13;0.0868
sofa;2;13;0.0839
cat;2;13;0.1813
horse;2;13;0.0786
boat;2;13;0.2482
all;2;13;0.3042
bus;2;13;0.1647
bird;2;13;0.1668
tvmonitor;2;13;0.1070
pottedplant;2;13;0.0783
sheep;2;13;0.1256
chair;2;13;0.1763
cow;2;13;0.0737
diningtable;4;10;0.1372
car;4;10;0.2202
person;4;10;0.4575
aeroplane;4;10;0.2990
dog;4;10;0.1599
bicycle;4;10;0.0724
train;4;10;0.1305
motorbike;4;10;0.0976
bottle;4;10;0.0842
sofa;4;10;0.0857
cat;4;10;0.1873
horse;4;10;0.0783
boat;4;10;0.2406
all;4;10;0.2990
bus;4;10;0.1581
bird;4;10;0.1578
tvmonitor;4;10;0.1055
pottedplant;4;10;0.0852
sheep;4;10;0.1243
chair;4;10;0.1775
cow;4;10;0.0731
diningtable;1;21;0.1390
car;1;21;0.2065
person;1;21;0.4228
aeroplane;1;21;0.2931
dog;1;21;0.1482
bicycle;1;21;0.0729
train;1;21;0.1188
motorbike;1;21;0.0863
bottle;1;21;0.0814
sofa;1;21;0.0790
cat;1;21;0.1618
horse;1;21;0.0821
boat;1;21;0.2490
all;1;21;0.2931
bus;1;21;0.1659
bird;1;21;0.1512
tvmonitor;1;21;0.0953
pottedplant;1;21;0.0909
sheep;1;21;0.1390
chair;1;21;0.1684
cow;1;21;0.0809
diningtable;1;5;0.1016
car;1;5;0.1929
person;1;5;0.4769
aeroplane;1;5;0.3362
dog;1;5;0.1607
bicycle;1;5;0.0650
train;1;5;0.1282
motorbike;1;5;0.0863
bottle;1;5;0.0816
sofa;1;5;0.0711
cat;1;5;0.1601
horse;1;5;0.0618
boat;1;5;0.2084
all;1;5;0.3362
bus;1;5;0.1434
bird;1;5;0.1705
tvmonitor;1;5;0.0868
pottedplant;1;5;0.0748
sheep;1;5;0.1307
chair;1;5;0.1722
cow;1;5;0.0550
diningtable;6;18;0.1154
car;6;18;0.2066
person;6;18;0.4552
aeroplane;6;18;0.2433
dog;6;18;0.1543
bicycle;6;18;0.0807
train;6;18;0.1218
motorbike;6;18;0.1096
bottle;6;18;0.0773
sofa;6;18;0.0782
cat;6;18;0.1631
horse;6;18;0.0784
boat;6;18;0.1835
all;6;18;0.2433
bus;6;18;0.1799
bird;6;18;0.1290
tvmonitor;6;18;0.1135
pottedplant;6;18;0.1041
sheep;6;18;0.0924
chair;6;18;0.1594
cow;6;18;0.0812
