concept;g;w;map
diningtable;5;15;0.1229
car;5;15;0.2146
person;5;15;0.4550
aeroplane;5;15;0.2634
dog;5;15;0.1583
bicycle;5;15;0.0820
train;5;15;0.1227
motorbike;5;15;0.1087
bottle;5;15;0.0830
sofa;5;15;0.0839
cat;5;15;0.1694
horse;5;15;0.0798
boat;5;15;0.2070
all;5;15;0.2634
bus;5;15;0.1796
bird;5;15;0.1468
tvmonitor;5;15;0.1106
pottedplant;5;15;0.1013
sheep;5;15;0.1021
chair;5;15;0.1673
cow;5;15;0.0782
diningtable;5;19;0.1193
car;5;19;0.2035
person;5;19;0.4528
aeroplane;5;19;0.2478
dog;5;19;0.1518
bicycle;5;19;0.0800
train;5;19;0.1194
motorbike;5;19;0.1096
bottle;5;19;0.0784
sofa;5;19;0.0794
cat;5;19;0.1648
horse;5;19;0.0819
boat;5;19;0.1895
all;5;19;0.2478
bus;5;19;0.1784
bird;5;19;0.1309
tvmonitor;5;19;0.1126
pottedplant;5;19;0.1043
sheep;5;19;0.0962
chair;5;19;0.1624
cow;5;19;0.0844
diningtable;3;7;0.1257
car;3;7;0.2165
person;3;7;0.4731
aeroplane;3;7;0.3321
dog;3;7;0.1659
bicycle;3;7;0.0696
train;3;7;0.1339
motorbike;3;7;0.0916
bottle;3;7;0.0872
sofa;3;7;0.0783
cat;3;7;0.1717
horse;3;7;0.0672
boat;3;7;0.2380
all;3;7;0.3321
bus;3;7;0.1676
bird;3;7;0.1748
tvmonitor;3;7;0.0936
pottedplant;3;7;0.0839
sheep;3;7;0.1250
chair;3;7;0.1798
cow;3;7;0.0630
diningtable;1;10;0.1266
car;1;10;0.2081
person;1;10;0.4526
aeroplane;1;10;0.3437
dog;1;10;0.1736
bicycle;1;10;0.0678
train;1;10;0.1207
motorbike;1;10;0.0856
bottle;1;10;0.0901
sofa;1;10;0.0801
cat;1;10;0.1824
horse;1;10;0.0690
boat;1;10;0.2325
all;1;10;0.3437
bus;1;10;0.1683
bird;1;10;0.1945
tvmonitor;1;10;0.0977
pottedplant;1;10;0.0822
sheep;1;10;0.1329
chair;1;10;0.1714
cow;1;10;0.0677
diningtable;0;13;0.1128
car;0;13;0.1489
person;0;13;0.3335
aeroplane;0;13;0.3093
dog;0;13;0.1762
bicycle;0;13;0.0390
train;0;13;0.0819
motorbike;0;13;0.0693
bottle;0;13;0.0857
sofa;0;13;0.0757
cat;0;13;0.1690
horse;0;13;0.0625
boat;0;13;0.1417
all;0;13;0.3093
bus;0;13;0.1075
bird;0;13;0.1666
tvmonitor;0;13;0.0785
pottedplant;0;13;0.0648
sheep;0;13;0.1352
chair;0;13;0.1439
cow;0;13;0.0649
diningtable;2;14;0.1326
car;2;14;0.2120
person;2;14;0.4422
aeroplane;2;14;0.2937
dog;2;14;0.1574
bicycle;2;14;0.0715
train;2;14;0.1206
motorbike;2;14;0.0911
bottle;2;14;0.0864
sofa;2;14;0.0838
cat;2;14;0.1794
horse;2;14;0.0803
boat;2;14;0.2473
all;2;14;0.2937
bus;2;14;0.1654
bird;2;14;0.1614
tvmonitor;2;14;0.1074
pottedplant;2;14;0.0775
sheep;2;14;0.1275
chair;2;14;0.1762
cow;2;14;0.0762
diningtable;5;6;0.1205
car;5;6;0.2204
person;5;6;0.4784
aeroplane;5;6;0.3297
dog;5;6;0.1614
bicycle;5;6;0.0693
train;5;6;0.1363
motorbike;5;6;0.0932
bottle;5;6;0.0834
sofa;5;6;0.0783
cat;5;6;0.1655
horse;5;6;0.0682
boat;5;6;0.2324
all;5;6;0.3297
bus;5;6;0.1668
bird;5;6;0.1746
tvmonitor;5;6;0.0916
pottedplant;5;6;0.0814
sheep;5;6;0.1198
chair;5;6;0.1781
cow;5;6;0.0598
diningtable;5;1;0.0689
car;5;1;0.1390
person;5;1;0.5217
aeroplane;5;1;0.3037
dog;5;1;0.1384
bicycle;5;1;0.0641
train;5;1;0.0787
motorbike;5;1;0.0807
bottle;5;1;0.0686
sofa;5;1;0.0621
cat;5;1;0.1346
horse;5;1;0.0495
boat;5;1;0.1400
all;5;1;0.3037
bus;5;1;0.0884
bird;5;1;0.1312
tvmonitor;5;1;0.0660
pottedplant;5;1;0.0639
sheep;5;1;0.0923
chair;5;1;0.1238
cow;5;1;0.0433
diningtable;6;16;0.1173
car;6;16;0.2104
person;6;16;0.4556
aeroplane;6;16;0.2490
dog;6;16;0.1572
bicycle;6;16;0.0826
train;6;16;0.1228
motorbike;6;16;0.1105
bottle;6;16;0.0799
sofa;6;16;0.0813
cat;6;16;0.1648
horse;6;16;0.0781
boat;6;16;0.1952
all;6;16;0.2490
bus;6;16;0.1860
bird;6;16;0.1388
tvmonitor;6;16;0.1150
pottedplant;6;16;0.1025
sheep;6;16;0.0947
chair;6;16;0.1634
cow;6;16;0.0805
diningtable;7;21;0.1092
car;7;21;0.2043
person;7;21;0.4594
aeroplane;7;21;0.2319
dog;7;21;0.1512
bicycle;7;21;0.0811
train;7;21;0.1216
motorbike;7;21;0.1048
bottle;7;21;0.0734
sofa;7;21;0.0757
cat;7;21;0.1596
horse;7;21;0.0710
boat;7;21;0.1647
all;7;21;0.2319
bus;7;21;0.1755
bird;7;21;0.1175
tvmonitor;7;21;0.1120
pottedplant;7;21;0.1017
sheep;7;21;0.0813
chair;7;21;0.1528
cow;7;21;0.0724
diningtable;2;24;0.1281
car;2;24;0.1999
person;2;24;0.4344
aeroplane;2;24;0.2558
dog;2;24;0.1475
bicycle;2;24;0.0781
train;2;24;0.1164
motorbike;2;24;0.0924
bottle;2;24;0.0808
sofa;2;24;0.0821
cat;2;24;0.1565
horse;2;24;0.0842
boat;2;24;0.2144
all;2;24;0.2558
bus;2;24;0.1756
bird;2;24;0.1318
tvmonitor;2;24;0.1048
pottedplant;2;24;0.0962
sheep;2;24;0.1291
chair;2;24;0.1676
cow;2;24;0.0931
diningtable;8;19;0.1088
car;8;19;0.2111
person;8;19;0.4613
aeroplane;8;19;0.2317
dog;8;19;0.1527
bicycle;8;19;0.0813
train;8;19;0.1234
motorbike;8;19;0.1060
bottle;8;19;0.0741
sofa;8;19;0.0754
cat;8;19;0.1589
horse;8;19;0.0709
boat;8;19;0.1665
all;8;19;0.2317
bus;8;19;0.1777
bird;8;19;0.1197
tvmonitor;8;19;0.1132
pottedplant;8;19;0.1018
sheep;8;19;0.0803
chair;8;19;0.1535
cow;8;19;0.0704
diningtable;9;1;0.0699
car;9;1;0.1407
person;9;1;0.5300
aeroplane;9;1;0.3011
dog;9;1;0.1382
bicycle;9;1;0.0640
train;9;1;0.0794
motorbike;9;1;0.0780
bottle;9;1;0.0708
sofa;9;1;0.0619
cat;9;1;0.1293
horse;9;1;0.0498
boat;9;1;0.1449
all;9;1;0.3011
bus;9;1;0.0874
bird;9;1;0.1300
tvmonitor;9;1;0.0697
pottedplant;9;1;0.0604
sheep;9;1;0.0895
chair;9;1;0.1264
cow;9;1;0.0449
diningtable;1;3;0.0760
car;1;3;0.1779
person;1;3;0.4872
aeroplane;1;3;0.3225
dog;1;3;0.1523
bicycle;1;3;0.0626
train;1;3;0.1107
motorbike;1;3;0.0768
bottle;1;3;0.0736
sofa;1;3;0.0679
cat;1;3;0.1484
horse;1;3;0.0521
boat;1;3;0.1935
all;1;3;0.3225
bus;1;3;0.1133
bird;1;3;0.1564
tvmonitor;1;3;0.0788
pottedplant;1;3;0.0650
sheep;1;3;0.1278
chair;1;3;0.1482
cow;1;3;0.0491
diningtable;1;9;0.1212
car;1;9;0.2086
person;1;9;0.4586
aeroplane;1;9;0.3372
dog;1;9;0.1740
bicycle;1;9;0.0676
train;1;9;0.1212
motorbike;1;9;0.0863
bottle;1;9;0.0906
sofa;1;9;0.0783
cat;1;9;0.1798
horse;1;9;0.0684
boat;1;9;0.2282
all;1;9;0.3372
bus;1;9;0.1602
bird;1;9;0.1876
tvmonitor;1;9;0.0985
pottedplant;1;9;0.0839
sheep;1;9;0.1340
chair;1;9;0.1729
cow;1;9;0.0667
diningtable;9;14;0.1117
car;9;14;0.2185
person;9;14;0.4627
aeroplane;9;14;0.2418
dog;9;14;0.1574
bicycle;9;14;0.0811
train;9;14;0.1237
motorbike;9;14;0.1092
bottle;9;14;0.0776
sofa;9;14;0.0828
cat;9;14;0.1611
horse;9;14;0.0730
boat;9;14;0.1797
all;9;14;0.2418
bus;9;14;0.1829
bird;9;14;0.1402
tvmonitor;9;14;0.1154
pottedplant;9;14;0.0985
sheep;9;14;0.0831
chair;9;14;0.1571
cow;9;14;0.0749
diningtable;6;8;0.1328
car;6;8;0.2269
person;6;8;0.4643
aeroplane;6;8;0.2980
dog;6;8;0.1594
bicycle;6;8;0.0716
train;6;8;0.1337
motorbike;6;8;0.0952
bottle;6;8;0.0858
sofa;6;8;0.0829
cat;6;8;0.1765
horse;6;8;0.0711
boat;6;8;0.2320
all;6;8;0.2980
bus;6;8;0.1608
bird;6;8;0.1582
tvmonitor;6;8;0.1001
pottedplant;6;8;0.0839
sheep;6;8;0.1219
chair;6;8;0.1752
cow;6;8;0.0696
diningtable;3;21;0.1236
car;3;21;0.2014
person;3;21;0.4467
aeroplane;3;21;0.2614
dog;3;21;0.1491
bicycle;3;21;0.0789
train;3;21;0.1178
motorbike;3;21;0.0988
bottle;3;21;0.0815
sofa;3;21;0.0811
cat;3;21;0.1646
horse;3;21;0.0877
boat;3;21;0.2068
all;3;21;0.2614
bus;3;21;0.1755
bird;3;21;0.1367
tvmonitor;3;21;0.1027
pottedplant;3;21;0.0993
sheep;3;21;0.1237
chair;3;21;0.1658
cow;3;21;0.0899
diningtable;6;17;0.1159
car;6;17;0.2077
person;6;17;0.4553
aeroplane;6;17;0.2467
dog;6;17;0.1554
bicycle;6;17;0.0805
train;6;17;0.1218
motorbike;6;17;0.1109
bottle;6;17;0.0784
sofa;6;17;0.0799
cat;6;17;0.1628
horse;6;17;0.0781
boat;6;17;0.1888
all;6;17;0.2467
bus;6;17;0.1831
bird;6;17;0.1333
tvmonitor;6;17;0.1137
pottedplant;6;17;0.1031
sheep;6;17;0.0940
chair;6;17;0.1620
cow;6;17;0.0810
diningtable;6;24;0.1095
car;6;24;0.1944
person;6;24;0.4545
aeroplane;6;24;0.2328
dog;6;24;0.1482
bicycle;6;24;0.0816
train;6;24;0.1185
motorbike;6;24;0.1061
bottle;6;24;0.0726
sofa;6;24;0.0747
cat;6;24;0.1591
horse;6;24;0.0716
boat;6;24;0.1627
all;6;24;0.2328
bus;6;24;0.1689
bird;6;24;0.1153
tvmonitor;6;24;0.1074
pottedplant;6;24;0.1010
sheep;6;24;0.0829
chair;6;24;0.1541
cow;6;24;0.0724
diningtable;6;15;0.1188
car;6;15;0.2128
person;6;15;0.4562
aeroplane;6;15;0.2534
dog;6;15;0.1585
bicycle;6;15;0.0826
train;6;15;0.1235
motorbike;6;15;0.1089
bottle;6;15;0.0808
sofa;6;15;0.0830
cat;6;15;0.1665
horse;6;15;0.0780
boat;6;15;0.1998
all;6;15;0.2534
bus;6;15;0.1841
bird;6;15;0.1435
tvmonitor;6;15;0.1155
pottedplant;6;15;0.1007
sheep;6;15;0.0950
chair;6;15;0.1644
cow;6;15;0.0801
diningtable;1;12;0.1297
car;1;12;0.2104
person;1;12;0.4465
aeroplane;1;12;0.3407
dog;1;12;0.1691
bicycle;1;12;0.0673
train;1;12;0.1277
motorbike;1;12;0.0822
bottle;1;12;0.0879
sofa;1;12;0.0868
cat;1;12;0.1818
horse;1;12;0.0705
boat;1;12;0.2407
all;1;12;0.3407
bus;1;12;0.1693
bird;1;12;0.1854
tvmonitor;1;12;0.0927
pottedplant;1;12;0.0774
sheep;1;12;0.1282
chair;1;12;0.1753
cow;1;12;0.0689
diningtable;7;22;0.1073
car;7;22;0.2012
person;7;22;0.4594
aeroplane;7;22;0.2291
dog;7;22;0.1501
bicycle;7;22;0.0815
train;7;22;0.1205
motorbike;7;22;0.1043
bottle;7;22;0.0725
sofa;7;22;0.0751
cat;7;22;0.1588
horse;7;22;0.0703
boat;7;22;0.1597
all;7;22;0.2291
bus;7;22;0.1736
bird;7;22;0.1159
tvmonitor;7;22;0.1115
pottedplant;7;22;0.1009
sheep;7;22;0.0805
chair;7;22;0.1527
cow;7;22;0.0699
diningtable;1;7;0.1121
car;1;7;0.2101
person;1;7;0.4704
aeroplane;1;7;0.3365
dog;1;7;0.1691
bicycle;1;7;0.0696
train;1;7;0.1302
motorbike;1;7;0.0874
bottle;1;7;0.0892
sofa;1;7;0.0727
cat;1;7;0.1681
horse;1;7;0.0665
boat;1;7;0.2196
all;1;7;0.3365
bus;1;7;0.1490
bird;1;7;0.1844
tvmonitor;1;7;0.0939
pottedplant;1;7;0.0815
sheep;1;7;0.1360
chair;1;7;0.1794
cow;1;7;0.0625
diningtable;8;16;0.1107
car;8;16;0.2135
person;8;16;0.4614
aeroplane;8;16;0.2383
dog;8;16;0.1554
bicycle;8;16;0.0814
train;8;16;0.1242
motorbike;8;16;0.1087
bottle;8;16;0.0765
sofa;8;16;0.0785
cat;8;16;0.1614
horse;8;16;0.0741
boat;8;16;0.1757
all;8;16;0.2383
bus;8;16;0.1844
bird;8;16;0.1289
tvmonitor;8;16;0.1148
pottedplant;8;16;0.1024
sheep;8;16;0.0844
chair;8;16;0.1576
cow;8;16;0.0723
diningtable;4;12;0.1343
car;4;12;0.2196
person;4;12;0.4567
aeroplane;4;12;0.2903
dog;4;12;0.1610
bicycle;4;12;0.0753
train;4;12;0.1220
motorbike;4;12;0.1013
bottle;4;12;0.0845
sofa;4;12;0.0873
cat;4;12;0.1802
horse;4;12;0.0801
boat;4;12;0.2366
all;4;12;0.2903
bus;4;12;0.1643
bird;4;12;0.1524
tvmonitor;4;12;0.1102
pottedplant;4;12;0.0866
sheep;4;12;0.1201
chair;4;12;0.1775
cow;4;12;0.0792
diningtable;4;11;0.1376
car;4;11;0.2213
person;4;11;0.4576
aeroplane;4;11;0.2941
dog;4;11;0.1609
bicycle;4;11;0.0732
train;4;11;0.1258
motorbike;4;11;0.0994
bottle;4;11;0.0841
sofa;4;11;0.0871
cat;4;11;0.1855
horse;4;11;0.0792
boat;4;11;0.2393
all;4;11;0.2941
bus;4;11;0.1592
bird;4;11;0.1553
tvmonitor;4;11;0.1083
pottedplant;4;11;0.0838
sheep;4;11;0.1216
chair;4;11;0.1762
cow;4;11;0.0760
diningtable;7;20;0.1108
car;7;20;0.2071
person;7;20;0.4594
aeroplane;7;20;0.2345
dog;7;20;0.1520
bicycle;7;20;0.0806
train;7;20;0.1223
motorbike;7;20;0.1056
bottle;7;20;0.0739
sofa;7;20;0.0758
cat;7;20;0.1600
horse;7;20;0.0722
boat;7;20;0.1672
all;7;20;0.2345
bus;7;20;0.1758
bird;7;20;0.1195
tvmonitor;7;20;0.1131
pottedplant;7;20;0.1021
sheep;7;20;0.0827
chair;7;20;0.1533
cow;7;20;0.0735
diningtable;4;5;0.1111
car;4;5;0.2184
person;4;5;0.4850
aeroplane;4;5;0.3349
dog;4;5;0.1612
bicycle;4;5;0.0690
train;4;5;0.1270
motorbike;4;5;0.0890
bottle;4;5;0.0814
sofa;4;5;0.0747
cat;4;5;0.1580
horse;4;5;0.0649
boat;4;5;0.2363
all;4;5;0.3349
bus;4;5;0.1522
bird;4;5;0.1735
tvmonitor;4;5;0.0853
pottedplant;4;5;0.0765
sheep;4;5;0.1276
chair;4;5;0.1821
cow;4;5;0.0556
diningtable;4;14;0.1319
car;4;14;0.2179
person;4;14;0.4542
aeroplane;4;14;0.2790
dog;4;14;0.1590
bicycle;4;14;0.0777
train;4;14;0.1209
motorbike;4;14;0.1077
bottle;4;14;0.0837
sofa;4;14;0.0851
cat;4;14;0.1760
horse;4;14;0.0802
boat;4;14;0.2222
all;4;14;0.2790
bus;4;14;0.1695
bird;4;14;0.1510
tvmonitor;4;14;0.1121
pottedplant;4;14;0.0943
sheep;4;14;0.1237
chair;4;14;0.1759
cow;4;14;0.0808
diningtable;7;8;0.1325
car;7;8;0.2299
person;7;8;0.4665
aeroplane;7;8;0.2915
dog;7;8;0.1593
bicycle;7;8;0.0723
train;7;8;0.1335
motorbike;7;8;0.0970
bottle;7;8;0.0848
sofa;7;8;0.0829
cat;7;8;0.1732
horse;7;8;0.0706
boat;7;8;0.2286
all;7;8;0.2915
bus;7;8;0.1579
bird;7;8;0.1564
tvmonitor;7;8;0.1017
pottedplant;7;8;0.0848
sheep;7;8;0.1153
chair;7;8;0.1735
cow;7;8;0.0688
diningtable;1;6;0.1078
car;1;6;0.2073
person;1;6;0.4726
aeroplane;1;6;0.3324
dog;1;6;0.1634
bicycle;1;6;0.0683
train;1;6;0.1283
motorbike;1;6;0.0864
bottle;1;6;0.0851
sofa;1;6;0.0711
cat;1;6;0.1624
horse;1;6;0.0666
boat;1;6;0.2151
all;1;6;0.3324
bus;1;6;0.1484
bird;1;6;0.1761
tvmonitor;1;6;0.0889
pottedplant;1;6;0.0795
sheep;1;6;0.1320
chair;1;6;0.1757
cow;1;6;0.0576
diningtable;7;14;0.1177
car;7;14;0.2158
person;7;14;0.4606
aeroplane;7;14;0.2512
dog;7;14;0.1587
bicycle;7;14;0.0813
train;7;14;0.1233
motorbike;7;14;0.1099
bottle;7;14;0.0804
sofa;7;14;0.0857
cat;7;14;0.1656
horse;7;14;0.0759
boat;7;14;0.1981
all;7;14;0.2512
bus;7;14;0.1819
bird;7;14;0.1463
tvmonitor;7;14;0.1161
pottedplant;7;14;0.0988
sheep;7;14;0.0904
chair;7;14;0.1627
cow;7;14;0.0781
diningtable;6;4;0.1021
car;6;4;0.2154
person;6;4;0.4916
aeroplane;6;4;0.3254
dog;6;4;0.1569
bicycle;6;4;0.0682
train;6;4;0.1107
motorbike;6;4;0.0895
bottle;6;4;0.0811
sofa;6;4;0.0725
cat;6;4;0.1519
horse;6;4;0.0624
boat;6;4;0.2236
all;6;4;0.3254
bus;6;4;0.1424
bird;6;4;0.1609
tvmonitor;6;4;0.0816
pottedplant;6;4;0.0725
sheep;6;4;0.1226
chair;6;4;0.1777
cow;6;4;0.0534
diningtable;7;4;0.1023
car;7;4;0.2160
person;7;4;0.4920
aeroplane;7;4;0.3198
dog;7;4;0.1545
bicycle;7;4;0.0681
train;7;4;0.1102
motorbike;7;4;0.0891
bottle;7;4;0.0836
sofa;7;4;0.0733
cat;7;4;0.1511
horse;7;4;0.0623
boat;7;4;0.2198
all;7;4;0.3198
bus;7;4;0.1406
bird;7;4;0.1592
tvmonitor;7;4;0.0814
pottedplant;7;4;0.0718
sheep;7;4;0.1211
chair;7;4;0.1768
cow;7;4;0.0536
diningtable;3;19;0.1249
car;3;19;0.2048
person;3;19;0.4467
aeroplane;3;19;0.2735
dog;3;19;0.1520
bicycle;3;19;0.0776
train;3;19;0.1159
motorbike;3;19;0.1014
bottle;3;19;0.0839
sofa;3;19;0.0806
cat;3;19;0.1702
horse;3;19;0.0842
boat;3;19;0.2143
all;3;19;0.2735
bus;3;19;0.1795
bird;3;19;0.1437
tvmonitor;3;19;0.1093
pottedplant;3;19;0.0956
sheep;3;19;0.1240
chair;3;19;0.1680
cow;3;19;0.0888
diningtable;5;10;0.1369
car;5;10;0.2215
person;5;10;0.4583
aeroplane;5;10;0.2939
dog;5;10;0.1586
bicycle;5;10;0.0738
train;5;10;0.1278
motorbike;5;10;0.0997
bottle;5;10;0.0832
sofa;5;10;0.0857
cat;5;10;0.1819
horse;5;10;0.0772
boat;5;10;0.2352
all;5;10;0.2939
bus;5;10;0.1587
bird;5;10;0.1566
tvmonitor;5;10;0.1084
pottedplant;5;10;0.0850
sheep;5;10;0.1206
chair;5;10;0.1747
cow;5;10;0.0747
diningtable;4;2;0.0742
car;4;2;0.1577
person;4;2;0.5121
aeroplane;4;2;0.3353
dog;4;2;0.1460
bicycle;4;2;0.0663
train;4;2;0.0942
motorbike;4;2;0.0839
bottle;4;2;0.0725
sofa;4;2;0.0679
cat;4;2;0.1390
horse;4;2;0.0530
boat;4;2;0.1865
all;4;2;0.3353
bus;4;2;0.1086
bird;4;2;0.1497
tvmonitor;4;2;0.0701
pottedplant;4;2;0.0664
sheep;4;2;0.1061
chair;4;2;0.1378
cow;4;2;0.0442
diningtable;3;20;0.1242
car;3;20;0.2032
person;3;20;0.4466
aeroplane;3;20;0.2677
dog;3;20;0.1507
bicycle;3;20;0.0783
train;3;20;0.1166
motorbike;3;20;0.1007
bottle;3;20;0.0825
sofa;3;20;0.0814
cat;3;20;0.1666
horse;3;20;0.0866
boat;3;20;0.2101
all;3;20;0.2677
bus;3;20;0.1767
bird;3;20;0.1409
tvmonitor;3;20;0.1051
pottedplant;3;20;0.0979
sheep;3;20;0.1235
chair;3;20;0.1674
cow;3;20;0.0887
diningtable;6;19;0.1148
car;6;19;0.2055
person;6;19;0.4548
aeroplane;6;19;0.2407
dog;6;19;0.1533
bicycle;6;19;0.0801
train;6;19;0.1215
motorbike;6;19;0.1079
bottle;6;19;0.0767
sofa;6;19;0.0770
cat;6;19;0.1627
horse;6;19;0.0778
boat;6;19;0.1810
all;6;19;0.2407
bus;6;19;0.1768
bird;6;19;0.1247
tvmonitor;6;19;0.1130
pottedplant;6;19;0.1045
sheep;6;19;0.0903
chair;6;19;0.1578
cow;6;19;0.0777
diningtable;3;9;0.1331
car;3;9;0.2169
person;3;9;0.4596
aeroplane;3;9;0.3196
dog;3;9;0.1642
bicycle;3;9;0.0707
train;3;9;0.1318
motorbike;3;9;0.0930
bottle;3;9;0.0851
sofa;3;9;0.0840
cat;3;9;0.1850
horse;3;9;0.0757
boat;3;9;0.2444
all;3;9;0.3196
bus;3;9;0.1726
bird;3;9;0.1703
tvmonitor;3;9;0.0979
pottedplant;3;9;0.0845
sheep;3;9;0.1274
chair;3;9;0.1763
cow;3;9;0.0673
diningtable;2;3;0.0811
car;2;3;0.1821
person;2;3;0.4917
aeroplane;2;3;0.3407
dog;2;3;0.1533
bicycle;2;3;0.0664
train;2;3;0.1098
motorbike;2;3;0.0856
bottle;2;3;0.0770
sofa;2;3;0.0714
cat;2;3;0.1486
horse;2;3;0.0534
boat;2;3;0.2004
all;2;3;0.3407
bus;2;3;0.1237
bird;2;3;0.1544
tvmonitor;2;3;0.0785
pottedplant;2;3;0.0697
sheep;2;3;0.1319
chair;2;3;0.1561
cow;2;3;0.0483
diningtable;4;17;0.1241
car;4;17;0.2061
person;4;17;0.4521
aeroplane;4;17;0.2630
dog;4;17;0.1552
bicycle;4;17;0.0810
train;4;17;0.1184
motorbike;4;17;0.1073
bottle;4;17;0.0822
sofa;4;17;0.0809
cat;4;17;0.1682
horse;4;17;0.0824
boat;4;17;0.2074
all;4;17;0.2630
bus;4;17;0.1788
bird;4;17;0.1440
tvmonitor;4;17;0.1129
pottedplant;4;17;0.1003
sheep;4;17;0.1134
chair;4;17;0.1695
cow;4;17;0.0834
diningtable;3;10;0.1347
car;3;10;0.2139
person;3;10;0.4553
aeroplane;3;10;0.3118
dog;3;10;0.1630
bicycle;3;10;0.0713
train;3;10;0.1360
motorbike;3;10;0.0941
bottle;3;10;0.0854
sofa;3;10;0.0841
cat;3;10;0.1869
horse;3;10;0.0762
boat;3;10;0.2465
all;3;10;0.3118
bus;3;10;0.1727
bird;3;10;0.1665
tvmonitor;3;10;0.1013
pottedplant;3;10;0.0847
sheep;3;10;0.1246
chair;3;10;0.1755
cow;3;10;0.0702
diningtable;6;20;0.1134
car;6;20;0.2033
person;6;20;0.4546
aeroplane;6;20;0.2397
dog;6;20;0.1517
bicycle;6;20;0.0803
train;6;20;0.1207
motorbike;6;20;0.1053
bottle;6;20;0.0757
sofa;6;20;0.0768
cat;6;20;0.1623
horse;6;20;0.0751
boat;6;20;0.1757
all;6;20;0.2397
bus;6;20;0.1755
bird;6;20;0.1228
tvmonitor;6;20;0.1130
pottedplant;6;20;0.1053
sheep;6;20;0.0886
chair;6;20;0.1570
cow;6;20;0.0769
diningtable;2;20;0.1347
car;2;20;0.2026
person;2;20;0.4356
aeroplane;2;20;0.2735
dog;2;20;0.1514
bicycle;2;20;0.0771
train;2;20;0.1168
motorbike;2;20;0.0942
bottle;2;20;0.0832
sofa;2;20;0.0807
cat;2;20;0.1663
horse;2;20;0.0843
boat;2;20;0.2212
all;2;20;0.2735
bus;2;20;0.1763
bird;2;20;0.1364
tvmonitor;2;20;0.1043
pottedplant;2;20;0.0926
sheep;2;20;0.1354
chair;2;20;0.1705
cow;2;20;0.0915
diningtable;8;2;0.0793
car;8;2;0.1590
person;8;2;0.5266
aeroplane;8;2;0.3277
dog;8;2;0.1432
bicycle;8;2;0.0660
train;8;2;0.0892
motorbike;8;2;0.0819
bottle;8;2;0.0743
sofa;8;2;0.0666
cat;8;2;0.1379
horse;8;2;0.0521
boat;8;2;0.1787
all;8;2;0.3277
bus;8;2;0.1062
bird;8;2;0.1439
tvmonitor;8;2;0.0713
pottedplant;8;2;0.0634
sheep;8;2;0.0985
chair;8;2;0.1425
cow;8;2;0.0468
diningtable;9;13;0.1158
car;9;13;0.2217
person;9;13;0.4634
aeroplane;9;13;0.2506
dog;9;13;0.1587
bicycle;9;13;0.0804
train;9;13;0.1235
motorbike;9;13;0.1088
bottle;9;13;0.0787
sofa;9;13;0.0850
cat;9;13;0.1617
horse;9;13;0.0736
boat;9;13;0.1873
all;9;13;0.2506
bus;9;13;0.1775
bird;9;13;0.1458
tvmonitor;9;13;0.1143
pottedplant;9;13;0.0975
sheep;9;13;0.0837
chair;9;13;0.1586
cow;9;13;0.0755
